ind,name,michelin_award,city,country,lat,lon,image,chef,cuisine1,url,url2,Hotel_Name,h_lat,h_lon
59,Addison,TWO_STARS,San Diego,United States,32.9412972,-117.1988908,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/a004545cb909418aa9f0f9fc3554816f,William Bradley,Contemporary,https://guide.michelin.com/us/en/california/us-san-diego/restaurant/addison,https://guide.michelin.com/en/california/us-san-diego/restaurant/addison,Hampton Inn San Diego-Kearny Mesa,32.8342305,-117.143046
60,Adega,ONE_STAR,San Jose,United States,37.35131,-121.85845,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/b211586a-0d1d-41f6-a245-2544d82ee6b3.jpg,David Costa,Portuguese,https://guide.michelin.com/us/en/california/san-jose/restaurant/adega,https://guide.michelin.com/en/california/san-jose/restaurant/adega,Hotel De Anza,37.3344156,-121.8950487
61,Adelboden,TWO_STARS,Steinen,Switzerland,47.0611802,8.6212395,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/12f01417-d5c6-4ebd-9d71-8c9f07f17cee.jpg,Franz Wiget,Classic French,https://guide.michelin.com/en/schwyz/steinen/restaurant/adelboden,https://guide.michelin.com/en/schwyz/steinen/restaurant/adelboden,Hotel Schiff,47.1267997,8.7477855
62,Adrián Quetglas,ONE_STAR,Palma,Spain,39.5734906,2.6432285,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/e12bf012edd6404d81f372399c300854,Adrián Quetglas García,Modern Cuisine,https://guide.michelin.com/en/islas-baleares/palma/restaurant/adrian-quetglas,https://guide.michelin.com/en/islas-baleares/palma/restaurant/adrian-quetglas,Hotel Tres,39.5689865,2.6455343
63,After Seven,ONE_STAR,Zermatt,Switzerland,46.021962,7.7478621,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/12df9f29a761497290dd9c5c0c8ff7e8,Florian Neubauer,Creative,https://guide.michelin.com/en/wallis/zermatt/restaurant/after-seven,https://guide.michelin.com/en/wallis/zermatt/restaurant/after-seven,THE OMNIA,46.0203252,7.7455019
64,Agapé,ONE_STAR,Paris,France,48.885054,2.3070328,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/9cfe5d08-3c51-49e2-a4ce-260d6f68a213.jpg,Benoît Dumas,Modern Cuisine,https://guide.michelin.com/en/ile-de-france/paris/restaurant/agape,https://guide.michelin.com/en/ile-de-france/paris/restaurant/agape,"InterContinental Paris - Le Grand, an IHG Hotel",48.8708361,2.3307253
65,Agata's,ONE_STAR,Düsseldorf,Germany,51.2123205,6.7759356,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/f6c1c267-be79-40cf-a458-f8ebf9bf4dcf.jpg,Philipp Lange,Modern Cuisine,https://guide.michelin.com/en/nordrhein-westfalen/dusseldorf/restaurant/agata-s,https://guide.michelin.com/en/nordrhein-westfalen/dusseldorf/restaurant/agata-s,Steigenberger Parkhotel,51.2267563,6.7784169
66,Agli Amici,TWO_STARS,Godia,Italy,46.1022873,13.2661148,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/79b8f0a5-6cdd-44ba-9394-463ab8a45911.jpg,Emanuele Scarello,Modern Cuisine,https://guide.michelin.com/en/friuli-venezia-giulia/godia/restaurant/agli-amici,https://guide.michelin.com/en/friuli-venezia-giulia/godia/restaurant/agli-amici,Splendid Venice - Starhotels Collezione,45.4359608,12.3375659
67,Agli Amici Rovinj,ONE_STAR,Rovinj,Croatia,45.0747789,13.6360524,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/1cae80fe-ab21-4d11-ad13-5d86471950d3.jpg,Lorenzo Lai,Italian Contemporary,https://guide.michelin.com/hr/en/istria/rovinj/restaurant/agli-amici-rovinj,https://guide.michelin.com/en/istria/rovinj/restaurant/agli-amici-rovinj,Grand Park Hotel Rovinj,45.0755523,13.6370313
68,Agrikultur,ONE_STAR,Stockholm,Sweden,59.3493655,18.0569193,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/06c28155f7e5470d80d290eed2e3676c,Filip Fastén,Modern Cuisine,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/agrikultur,https://guide.michelin.com/en/stockholm-region/stockholm/restaurant/agrikultur,Hotel Diplomat,59.3319889,18.080275
69,Ai Fiori,ONE_STAR,New York,United States,40.75013,-73.98357,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/6da00428-baf4-4887-ae3e-457a1a570884.jpeg,,Italian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ai-fiori,https://guide.michelin.com/en/new-york-state/new-york/restaurant/ai-fiori,Four Seasons Hotel New York Downtown,40.7126317,-74.0091904
70,Aida,ONE_STAR,Paris,France,48.850275,2.3186554,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/7fb92491-b73e-4e87-8487-ede6fc74271a.jpg,Koji Aida,Japanese,https://guide.michelin.com/en/ile-de-france/paris/restaurant/aida,https://guide.michelin.com/en/ile-de-france/paris/restaurant/aida,Luna Park Hôtel,48.8644869,2.3730638
71,Aimsir,TWO_STARS,Celbridge,Ireland,53.2990793,-6.5582175,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/88d90d8510944887b07b2f4a148ed84d,Jordan Bailey,Modern Cuisine,https://guide.michelin.com/ie/en/kildare/celbridge/restaurant/aimsir,https://guide.michelin.com/en/kildare/celbridge/restaurant/aimsir,Maldron Hotel Tallaght,53.2840191,-6.3759445
72,Aira,ONE_STAR,Stockholm,Sweden,59.3207081,18.123759,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/6e231ee9-e7fc-463c-bc6f-b67f54d35077.jpg,Tommy Myllymäki,Modern Cuisine,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/aira,https://guide.michelin.com/en/stockholm-region/stockholm/restaurant/aira,Hotel Diplomat,59.3319889,18.080275
73,Aji Fukushima,ONE_STAR,Kyoto,Japan,35.0030663,135.7754318,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/1aeed01e-04b8-485d-912a-f4293766bf48.JPG,Yoshikatsu TSUJI,Japanese,https://guide.michelin.com/jp/en/kyoto-region/kyoto/restaurant/aji-fukushima,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/aji-fukushima,"The Ritz-Carlton, Kyoto",35.0138026,135.7708474
74,Ajikitcho Bumbuan,ONE_STAR,Osaka,Japan,34.68307,135.501093,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/7dee0f63-6911-46d1-bbfd-418b290054e9.jpg,Bunichiro NAKATANI,Japanese,https://guide.michelin.com/jp/en/osaka-region/osaka/restaurant/ajikitcho-bumbuan,https://guide.michelin.com/en/osaka-region/osaka/restaurant/ajikitcho-bumbuan,Osaka Marriott Miyako Hotel,34.6457953,135.5142975
75,Ajikitcho Horieten,ONE_STAR,Osaka,Japan,34.673651,135.494025,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/d0da5fe5-ff53-438a-8cae-7d6da6fcffd5.JPG,Ryusuke NAKATANI,Japanese,https://guide.michelin.com/jp/en/osaka-region/osaka/restaurant/ajikitcho-horieten,https://guide.michelin.com/en/osaka-region/osaka/restaurant/ajikitcho-horieten,Osaka Marriott Miyako Hotel,34.6457953,135.5142975
76,Akai,ONE_STAR,Kyoto,Japan,35.002046,135.7742632,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/ad8ccab9-6fbb-4f2f-a22e-5883926109bc.jpg,Hiroki ABE,Japanese,https://guide.michelin.com/jp/en/kyoto-region/kyoto/restaurant/akai,https://guide.michelin.com/en/kyoto-region/kyoto/restaurant/akai,Fauchon Hotel Kyoto,34.9985195,135.7676839
77,Akanezaka Onuma,ONE_STAR,Tokyo,Japan,35.674046,139.737891,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/205baf12-59d8-44b7-9dfd-2ac900249817.jpg,Mitsuharu ONUMA,Japanese,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/akanezaka-onuma,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/akanezaka-onuma,Aman Tokyo,35.6855535,139.7653678
78,Akasaka Izumi,ONE_STAR,Tokyo,Japan,35.669768,139.7346374,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/ad9e9fdb-3ae6-432d-b4b3-9e0ee959bcd3.JPG,Masato SUGAWARA,Fugu / Pufferfish,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/akasaka-izumi,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/akasaka-izumi,"The Ritz-Carlton, Tokyo",35.6661201,139.7312888
79,Akasaka Kikunoi,TWO_STARS,Tokyo,Japan,35.669869,139.734068,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/579bc887-6629-4ccb-bf89-cb08f45df350.jpg,,Japanese,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/akasaka-kikunoi,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/akasaka-kikunoi,Aman Tokyo,35.6855535,139.7653678
80,Akasaka Momonoki,ONE_STAR,Tokyo,Japan,35.679726,139.737003,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/a310235f62e54a84a71ad90491da3bf5,Takeshi KOBAYASHI,Chinese,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/akasaka-momonoki,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/akasaka-momonoki,"The Ritz-Carlton, Tokyo",35.6661201,139.7312888
81,Akasaka Ogino,ONE_STAR,Tokyo,Japan,35.6708873,139.7352287,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/04f8cd67115743a0a1e5db64b00348be,Satoshi OGINO,Japanese,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/akasaka-ogino,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/akasaka-ogino,"The Ritz-Carlton, Tokyo",35.6661201,139.7312888
82,Akebonobashi Marutomi,ONE_STAR,Tokyo,Japan,35.6919103,139.7215462,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/cf0049bc-bce8-4e27-b2d4-aebe87b47005.JPG,Kenichi ONODERA,Japanese,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/akebonobashi-marutomi,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/akebonobashi-marutomi,"The Ritz-Carlton, Tokyo",35.6661201,139.7312888
83,Akelaŕe,THREE_STARS,Donostia / San Sebastián,Spain,43.3027805,-2.0731493,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/eab385fa8ed342fbbac0a470c6bd29e5,Pedro Subijana Reza,Creative,https://guide.michelin.com/en/pais-vasco/es-donostia-san-sebastian/restaurant/akelare,https://guide.michelin.com/en/pais-vasco/es-donostia-san-sebastian/restaurant/akelare,"Hotel Maria Cristina, a Luxury Collection Hotel, San Sebastian",43.3218078,-1.9801059
84,Akiyama,ONE_STAR,Tokyo,Japan,35.644452,139.724801,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/6afb8278-a01c-4dda-9d95-01af24fd6295.JPG,Hideto AKIYAMA,Japanese,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/akiyama,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/akiyama,"The Ritz-Carlton, Tokyo",35.6661201,139.7312888
85,Akrame,ONE_STAR,Paris,France,48.8714069,2.3252971,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/2575c250-594d-4e42-8648-ef4f1406e45f.jpg,Akrame Benallal,Creative,https://guide.michelin.com/en/ile-de-france/paris/restaurant/akrame507272,https://guide.michelin.com/en/ile-de-france/paris/restaurant/akrame507272,Luna Park Hôtel,48.8644869,2.3730638
86,Aksorn,ONE_STAR,Bangkok,Thailand,13.7244882,100.5162344,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/b422aeac-84c4-4864-9af1-184185b81a8a.jpg,,Thai,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/aksorn,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/aksorn,"Sheraton Grande Sukhumvit, a Luxury Collection Hotel, Bangkok",13.7374102,100.5590841
87,Al Gambero,ONE_STAR,Calvisano,Italy,45.3492146,10.3430573,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/841cb872e36e4b94a671a3a887b5cb77,Mariapaola Geroldi,Regional Cuisine,https://guide.michelin.com/en/lombardia/calvisano/restaurant/al-gambero,https://guide.michelin.com/en/lombardia/calvisano/restaurant/al-gambero,Villa Cortine,45.4954948,10.6072416
88,Al Sorriso,ONE_STAR,Soriso,Italy,45.7406199,8.4117561,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/3be2204ba6024ff5bd3114c78888bd1a,Luisa Marelli Valazza,Classic Cuisine,https://guide.michelin.com/en/piemonte/soriso/restaurant/al-sorriso,https://guide.michelin.com/en/piemonte/soriso/restaurant/al-sorriso,Castello Dal Pozzo,45.7518584,8.5312244
89,Al Sud,ONE_STAR,Lagos,Portugal,37.1318946,-8.6426777,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/257ee4b4-0bb2-44bb-a76a-a8092b712d0a.jpg,Louis Anjos,Creative,https://guide.michelin.com/en/faro-region/pt-lagos/restaurant/al-sud,https://guide.michelin.com/en/faro-region/pt-lagos/restaurant/al-sud,Pestana Blue Alvor All Inclusive,37.1243338,-8.5779244
90,Al's Place,ONE_STAR,San Francisco,United States,37.748924,-122.42013,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/f0f5fe73dabc4005bec783e5386110ec,Aaron London,Californian,https://guide.michelin.com/us/en/california/san-francisco/restaurant/al-s-place,https://guide.michelin.com/en/california/san-francisco/restaurant/al-s-place,Mansion on Sutter - Luxury 5 Star Boutique Hotel in San Francisco,37.7870775,-122.4238528
91,Alain Bianchin,ONE_STAR,Overijse,Belgium,50.793583,4.4819428,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/a02358e80dee4ea285e2885681984067,Alain Bianchin,Modern French,https://guide.michelin.com/en/vlaams-brabant/overijse/restaurant/alain-bianchin,https://guide.michelin.com/en/vlaams-brabant/overijse/restaurant/alain-bianchin,Steigenberger Wiltcher's,50.8324684,4.3574779
92,Alain Ducasse at Morpheus,TWO_STARS,Macau,Macau,22.1501736,113.5669767,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/3224169a-e3fa-4370-b922-80ce86c9436e.jpg,Alain Ducasse,French Contemporary,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/alain-ducasse-at-morpheus,https://guide.michelin.com/en/macau-region/macau/restaurant/alain-ducasse-at-morpheus,Four Seasons Hotel Macao Cotai Strip,22.1455644,113.5617481
93,Alain Ducasse at The Dorchester,THREE_STARS,London,United Kingdom,51.5073381,-0.152575,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/3c7d6b52fd0b442f9f49b3d16b21e5df,Jean-Philippe Blondet,French,https://guide.michelin.com/gb/en/greater-london/london/restaurant/alain-ducasse-at-the-dorchester,https://guide.michelin.com/en/greater-london/london/restaurant/alain-ducasse-at-the-dorchester,Cool Britannia! Central Loft Apartment!,51.5265157,-0.0992441
94,Alain Llorca,ONE_STAR,La Colle-sur-Loup,France,43.6952832,7.1089745,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/bcb85e58-aabc-453f-8ade-f634e83d0a68.jpg,Alain Llorca,Provençal,https://guide.michelin.com/en/provence-alpes-cote-dazur/la-colle-sur-loup/restaurant/alain-llorca,https://guide.michelin.com/en/provence-alpes-cote-dazur/la-colle-sur-loup/restaurant/alain-llorca,Hôtel Le Saint-Paul,43.6953566,7.1223646
95,Alameda,ONE_STAR,Hondarribia,Spain,43.3612194,-1.7925817,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/c7952456fcc04da7a62a2ae7e3777ae1,Gorka Txapartegi Lizaso,Modern Cuisine,https://guide.michelin.com/en/pais-vasco/hondarribia/restaurant/alameda220551,https://guide.michelin.com/en/pais-vasco/hondarribia/restaurant/alameda220551,Beaumanoir,43.477767,-1.541273
96,Alan Geaam,ONE_STAR,Paris,France,48.8714855,2.2923267,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/90dc9d96762142088789ab3db4fc8535,Alan Geaam,Creative,https://guide.michelin.com/en/ile-de-france/paris/restaurant/alan-geaam,https://guide.michelin.com/en/ile-de-france/paris/restaurant/alan-geaam,Luna Park Hôtel,48.8644869,2.3730638
97,Alarde,ONE_STAR,Osaka,Japan,34.6807919,135.4940098,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/db87d64f-2779-4ae3-87e6-d0addb3daa2d.JPG,Yoshitsugu YAMAMOTO,Spanish,https://guide.michelin.com/jp/en/osaka-region/osaka/restaurant/alarde,https://guide.michelin.com/en/osaka-region/osaka/restaurant/alarde,Osaka Marriott Miyako Hotel,34.6457953,135.5142975
98,Albert 1er,ONE_STAR,Chamonix-Mont-Blanc,France,45.9249264,6.8739886,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/b3561133-929f-4033-87fe-ceb6311690fa.jpg,Damien Leveau,Classic Cuisine,https://guide.michelin.com/en/auvergne-rhone-alpes/chamonix-mont-blanc/restaurant/albert-1er,https://guide.michelin.com/en/auvergne-rhone-alpes/chamonix-mont-blanc/restaurant/albert-1er,Excelsior Chamonix Hôtel & Spa,45.9535363,6.9012422
99,Alchemist,TWO_STARS,Copenhagen,Denmark,55.6940951,12.6137461,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/fefe05596fb8406495cb765e0e062559,Rasmus Munk,Innovative,https://guide.michelin.com/dk/en/capital-region/copenhagen/restaurant/alchemist,https://guide.michelin.com/en/capital-region/copenhagen/restaurant/alchemist,Nimb Hotel,55.6736111,12.5661111
100,Alchimiste,ONE_STAR,Tokyo,Japan,35.637544,139.723137,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/f42d7b57-c1e4-4c56-b8fc-600dbea3dce2.jpg,Kenichi YAMAMOTO,French,https://guide.michelin.com/jp/en/tokyo-region/tokyo/restaurant/alchimiste,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/alchimiste,"The Ritz-Carlton, Tokyo",35.6661201,139.7312888
101,Alchémille,ONE_STAR,Kaysersberg,France,48.148764,7.2497298,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/3385634a-ff19-45f3-94fb-342c4d1c0dc9.jpg,Jérôme Jaegle,Modern Cuisine,https://guide.michelin.com/en/grand-est/kaysersberg/restaurant/l-alchemille,https://guide.michelin.com/en/grand-est/kaysersberg/restaurant/l-alchemille,Resort Barrière Ribeauvillé,48.18741,7.3484835
102,Alcyone,ONE_STAR,Marseille,France,43.29808,5.369905,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/197120eb-4816-4b32-8716-b21c7f082d14.jpg,Lionel Levy,Mediterranean Cuisine,https://guide.michelin.com/en/provence-alpes-cote-dazur/marseille/restaurant/alcyone,https://guide.michelin.com/en/provence-alpes-cote-dazur/marseille/restaurant/alcyone,Hotel Sofitel Marseille Vieux Port,43.2927715,5.3604033
103,Alevante,ONE_STAR,Novo Sancti Petri,Spain,36.346905,-6.1641536,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/2f22bbeeabac4f4e944e61aa3e1af413,Hector Sanchez Ferrero,Creative,https://guide.michelin.com/en/andalucia/novo-sancti-petri/restaurant/alevante,https://guide.michelin.com/en/andalucia/novo-sancti-petri/restaurant/alevante,Gran Meliá Sancti Petri,36.3466826,-6.1647388
104,Alfred Keller,ONE_STAR,Mali Lošinj,Croatia,44.5308235,14.4580907,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/1e9f3d08-136c-443d-afd3-361368fc85d8.jpeg,Michael Gollenz,Modern Cuisine,https://guide.michelin.com/hr/en/primorsko-goranska-zupanija/mali-losinj/restaurant/alfred-keller,https://guide.michelin.com/en/primorsko-goranska-zupanija/mali-losinj/restaurant/alfred-keller,Hotel Bellevue,44.53223,14.455214
105,Alfredo,ONE_STAR,Cologne,Germany,50.9386795,6.9529976,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/7c691e316d4643b19faee521406f7b75,Roberto Carturan,Italian,https://guide.michelin.com/en/nordrhein-westfalen/koln/restaurant/alfredo,https://guide.michelin.com/en/nordrhein-westfalen/koln/restaurant/alfredo,Hyatt Regency Cologne,50.9404298,6.9695295
106,Alinea,THREE_STARS,Chicago,United States,41.9132737,-87.648174,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/8fba3e1405034790bf7cf8d0ad031fd3,Grant Achatz,Contemporary,https://guide.michelin.com/us/en/illinois/chicago/restaurant/alinea,https://guide.michelin.com/en/illinois/chicago/restaurant/alinea,The Peninsula Chicago,41.8959069,-87.6251182
107,Alkimia,ONE_STAR,Barcelona,Spain,41.3826841,2.1635878,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/e67379655c374503905f0f969833a58e,Jordi Vilà Badia,Modern Cuisine,https://guide.michelin.com/en/catalunya/barcelona/restaurant/alkimia,https://guide.michelin.com/en/catalunya/barcelona/restaurant/alkimia,Hotel Majestic,41.3935221,2.163977
