name,blurb,michelin_award,city,country,lat,lon,image,chef,cuisine1,cuisine2,url,url2
La Table Breizh Café,"When Brittany meets Japan... Upstairs from a crêperie, with which",ONE_STAR,Cancale,France,48.6708737,-1.8517181,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/d75ce7a3-78ad-4023-86b9-e3833e907e14.jpg,Fumio Kudaka,Modern Cuisine,,https://guide.michelin.com/en/bretagne/cancale/restaurant/la-table-breizh-cafe,https://guide.michelin.com/en/bretagne/cancale/restaurant/la-table-breizh-cafe
La Table Lionel Giraud,You will quickly forget this restaurant’s roadside location to,TWO_STARS,Narbonne,France,43.1742548,2.9921269,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/f121732e-d09b-4698-96a8-57098a6385ea.jpg,Lionel Giraud,Creative,,https://guide.michelin.com/en/occitanie/narbonne/restaurant/la-table-saint-crescent,https://guide.michelin.com/en/occitanie/narbonne/restaurant/la-table-saint-crescent
La Table d'Adrien,This chic chalet serves delicious and imaginative Italian cuisine in,ONE_STAR,Verbier,Switzerland,46.1035433,7.2246987,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/5cb5c5a867624a1c835e52aea6506746,Sebastiano LOMBARDI,Contemporary,Mediterranean Cuisine,https://guide.michelin.com/en/wallis/verbier/restaurant/la-table-d-adrien,https://guide.michelin.com/en/wallis/verbier/restaurant/la-table-d-adrien
La Table d'Antonio Salvatore au Rampoldi,"Originally from southern Italy, chef Antonio Salvatore has never stopped",ONE_STAR,Monaco,France,43.7404558,7.4278204,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/43cf5b7a-c3a7-4185-a2e6-b838dcdc7a23.jpg,Antonio Salvatore,Italian,Creative,https://guide.michelin.com/en/monaco-region/monaco/restaurant/la-table-d-antonio-salvatore-au-rampoldi,https://guide.michelin.com/en/monaco-region/monaco/restaurant/la-table-d-antonio-salvatore-au-rampoldi
La Table d'Hôtes - La Rôtisserie du Chambertin,Thomas Collomb runs a remarkable Table d’Hôtes here in,ONE_STAR,Gevrey-Chambertin,France,47.223991,4.9696166,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/bc004add-20c3-4a27-8f0a-c871224a1dab.jpg,Thomas Collomb,Modern Cuisine,,https://guide.michelin.com/en/bourgogne-franche-comte/gevrey-chambertin/restaurant/la-table-d-hote,https://guide.michelin.com/en/bourgogne-franche-comte/gevrey-chambertin/restaurant/la-table-d-hote
La Table d'Hôtes - Le Quatrième Mur,Philippe Etchebest breaks with gourmet conventions and codes! A single,ONE_STAR,Bordeaux,France,44.84258,-0.57423,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/a4d8886fa209445486a953060afa2e1b,Philippe Etchebest,Creative,,https://guide.michelin.com/en/nouvelle-aquitaine/bordeaux/restaurant/la-table-d-hotes-le-quatrieme-mur,https://guide.michelin.com/en/nouvelle-aquitaine/bordeaux/restaurant/la-table-d-hotes-le-quatrieme-mur
La Table d'Olivier,"À table! Open since 2011, La Table d'Olivier offers",ONE_STAR,Brive-la-Gaillarde,France,45.158952,1.5308409,,Pierre Neveu,Modern Cuisine,,https://guide.michelin.com/en/nouvelle-aquitaine/brive-la-gaillarde/restaurant/la-table-d-olivier,https://guide.michelin.com/en/nouvelle-aquitaine/brive-la-gaillarde/restaurant/la-table-d-olivier
La Table d'Olivier Nasti,"In an interior completely redesigned in 2018, Olivier Nasti treats",TWO_STARS,Kaysersberg,France,48.1386233,7.265581,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/69b751c0-09cf-4198-83b0-e78e0dca6094.jpg,Olivier Nasti,Creative,,https://guide.michelin.com/en/grand-est/kaysersberg/restaurant/la-table-d-olivier-nasti,https://guide.michelin.com/en/grand-est/kaysersberg/restaurant/la-table-d-olivier-nasti
La Table d'Uzès,"Christophe Ducros, a chef who is flourishing and full of",ONE_STAR,Uzès,France,44.0128313,4.4213073,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/36fdc042-fbad-4379-8c5d-506a5611d455.jpg,Christophe Ducros,Modern Cuisine,,https://guide.michelin.com/en/occitanie/uzs/restaurant/la-table-d-uzes,https://guide.michelin.com/en/occitanie/uzs/restaurant/la-table-d-uzes
La Table d'à Côté,"Facing Limère golf course, this inviting establishment, depicted by a",ONE_STAR,Ardon,France,47.8220926,1.9124177,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/4f69ae3e-3186-454c-a9c7-b2bf7dd898e4.png,Marie Gricourt,Modern Cuisine,Creative,https://guide.michelin.com/en/centre-val-de-loire/ardon/restaurant/la-table-d-a-cote,https://guide.michelin.com/en/centre-val-de-loire/ardon/restaurant/la-table-d-a-cote
La Table de Castigno,The gourmet restaurant of this idyllic Occitan village. Trendy North,ONE_STAR,Assignan,France,43.3983603,2.8876408,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/74e96cdf-9503-40d9-99df-9058a362bb86.jpg,Stéphan Paroche,Modern Cuisine,,https://guide.michelin.com/en/occitanie/assignan/restaurant/la-table-de-castigno,https://guide.michelin.com/en/occitanie/assignan/restaurant/la-table-de-castigno
La Table de Chaintré,"This inviting, elegant and contemporary restaurant is in the Pouilly",ONE_STAR,Chaintré,France,46.2604625,4.760257,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/dafd31c7-8556-4b18-bdb4-81fe080fa48a.jpg,Sébastien Grospellier,Modern Cuisine,,https://guide.michelin.com/en/bourgogne-franche-comte/chaintr/restaurant/la-table-de-chaintre,https://guide.michelin.com/en/bourgogne-franche-comte/chaintr/restaurant/la-table-de-chaintre
La Table de Franck Putelat,"At the foot of the medieval city, find this bright",TWO_STARS,Carcassonne,France,43.20386,2.36468,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/3322b86b-df92-468b-841b-1e8d3fdd6d62.jpg,Franck Putelat,Modern Cuisine,,https://guide.michelin.com/en/occitanie/carcassonne/restaurant/la-table-de-franck-putelat,https://guide.michelin.com/en/occitanie/carcassonne/restaurant/la-table-de-franck-putelat
La Table de La Butte,"Fresh, precise and aromatic: Nicolas Conraux, a consummate and creative",ONE_STAR,Plouider,France,48.6110535,-4.2986479,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/0271ffda-4fa7-47e2-965f-657a2ea9dcea.jpg,Nicolas Conraux,Modern Cuisine,,https://guide.michelin.com/en/bretagne/plouider/restaurant/la-table-de-la-butte,https://guide.michelin.com/en/bretagne/plouider/restaurant/la-table-de-la-butte
La Table de Maxime,"This establishment is without doubt smart and elegant, but it",TWO_STARS,Our,Belgium,49.959957,5.122613,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/7e9099a73c3746dcbfd6a27d9e1b8d5e,Maxime Collard,Modern Cuisine,,https://guide.michelin.com/en/be-luxembourg/our/restaurant/la-table-de-maxime,https://guide.michelin.com/en/be-luxembourg/our/restaurant/la-table-de-maxime
La Table de Nans,"Nans Gaillard, a local man and ambitious young chef, had",ONE_STAR,La Ciotat,France,43.1828371,5.6666678,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/db6b1421-addd-4f5a-b98e-022574977276.JPG,Nans Gaillard,Mediterranean Cuisine,,https://guide.michelin.com/en/provence-alpes-cote-dazur/la-ciotat/restaurant/la-table-de-nans,https://guide.michelin.com/en/provence-alpes-cote-dazur/la-ciotat/restaurant/la-table-de-nans
La Table de Patrick Raingeard,(Restaurant closed temporarily in 2020 due to the health,ONE_STAR,Èze-Bord-de-Mer,France,43.7185999,7.3729219,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/41882354-079f-4330-9af7-e31035d8118b.jpg,Patrick Raingeard,Creative,,https://guide.michelin.com/en/provence-alpes-cote-dazur/ze-bord-de-mer/restaurant/la-table-de-patrick-raingeard,https://guide.michelin.com/en/provence-alpes-cote-dazur/ze-bord-de-mer/restaurant/la-table-de-patrick-raingeard
La Table de Pavie,"Appointed by Gérard Perse, emblematic owner of Château Pavie, Yannick",TWO_STARS,Saint-Emilion,France,44.8935395,-0.1567502,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/a2872705-08af-4f70-9720-8c2d097f2da6.jpg,,Modern Cuisine,Creative,https://guide.michelin.com/en/nouvelle-aquitaine/saint-milion/restaurant/hostellerie-de-plaisance,https://guide.michelin.com/en/nouvelle-aquitaine/saint-milion/restaurant/hostellerie-de-plaisance
La Table de Philippe Girardon,This elegant residence nestling in 3ha of grounds was once,ONE_STAR,Chonas-l'Amballan,France,45.456917,4.8114519,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/80974864-30c9-49c0-83fc-2ea3132b2576.jpg,Philippe Girardon,Modern Cuisine,,https://guide.michelin.com/en/auvergne-rhone-alpes/chonas-l-amballan/restaurant/la-table-de-philippe-girardon,https://guide.michelin.com/en/auvergne-rhone-alpes/chonas-l-amballan/restaurant/la-table-de-philippe-girardon
La Table de Xavier Mathieu,"A fervent champion of Provence, Xavier Mathieu draws his inspiration",ONE_STAR,Joucas,France,43.9291394,5.255869,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/31316e32-673f-4925-9464-c0b44e002194.jpg,Xavier Mathieu,Creative,,https://guide.michelin.com/en/provence-alpes-cote-dazur/joucas/restaurant/la-table-de-xavier-mathieu,https://guide.michelin.com/en/provence-alpes-cote-dazur/joucas/restaurant/la-table-de-xavier-mathieu
La Table de l'Alpaga,"Anthony Bisquerra, a passionate and committed chef, tells us a",TWO_STARS,Megève,France,45.85243,6.60045,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/7e6c4f2fae7742ebabab477aff648722,Anthony Bisquerra,Modern Cuisine,,https://guide.michelin.com/en/auvergne-rhone-alpes/megve/restaurant/la-table-de-l-alpaga,https://guide.michelin.com/en/auvergne-rhone-alpes/megve/restaurant/la-table-de-l-alpaga
La Table de l'Ours,"In keeping with the charm of this luxurious hotel, a",ONE_STAR,Val-d'Isère,France,45.447717,6.97513,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/66a46194e4f8438ebb45f98ab0522c39,Antoine Gras,Modern Cuisine,,https://guide.michelin.com/en/auvergne-rhone-alpes/val-d-isre/restaurant/la-table-de-l-ours,https://guide.michelin.com/en/auvergne-rhone-alpes/val-d-isre/restaurant/la-table-de-l-ours
La Table de la Bergerie,A concise menu focused entirely on seasonal produce awaits the,ONE_STAR,Le Champ-sur-Layon,France,47.26803,-0.59238,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/eb539c5b-b19f-4486-9f04-ee104500f5ba.JPG,David Guitton,Modern Cuisine,,https://guide.michelin.com/en/pays-de-la-loire/le-champ-sur-layon/restaurant/la-table-de-la-bergerie,https://guide.michelin.com/en/pays-de-la-loire/le-champ-sur-layon/restaurant/la-table-de-la-bergerie
La Table de la Ferme,In the centre of the Domaine de Murtoli (an impressive,ONE_STAR,Murtoli,France,41.5229756,8.9469027,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/a32c8864-d001-424c-b2e6-b8ad3f91af4a.jpg,Mathieu Pacaud,Corsican,Modern Cuisine,https://guide.michelin.com/en/corse/murtoli/restaurant/la-table-de-la-ferme,https://guide.michelin.com/en/corse/murtoli/restaurant/la-table-de-la-ferme
La Table de la Mainaz,"The establishment’s youthful chef signs a creative, sometimes daring",ONE_STAR,Gex,France,46.36359,6.02385,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/a7dd5949-7477-4ec8-bdb4-eaedebdbdb49.jpg,Julien Thomasson,Modern Cuisine,,https://guide.michelin.com/en/auvergne-rhone-alpes/gex/restaurant/la-table-de-la-mainaz,https://guide.michelin.com/en/auvergne-rhone-alpes/gex/restaurant/la-table-de-la-mainaz
La Table des Blot - Auberge du Château,"A beautiful, elegant 17C inn with an inventive menu based",ONE_STAR,Dampierre-en-Yvelines,France,48.7061901,1.9876552,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/39381932-399d-45b4-808a-1e1d78cd4893.jpg,Christophe Blot,Modern Cuisine,,https://guide.michelin.com/en/ile-de-france/dampierre-en-yvelines/restaurant/la-table-des-blot-auberge-du-chateau,https://guide.michelin.com/en/ile-de-france/dampierre-en-yvelines/restaurant/la-table-des-blot-auberge-du-chateau
La Table des Frères Ibarboure,La Table des Frères Ibarboure serves original cuisine based on,ONE_STAR,Bidart,France,43.4181338,-1.598438,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/040234f3-c053-48ca-bbd4-75c1d692d368.jpg,Xabi Ibarboure,Modern Cuisine,,https://guide.michelin.com/en/nouvelle-aquitaine/bidart/restaurant/la-table-des-freres-ibarboure,https://guide.michelin.com/en/nouvelle-aquitaine/bidart/restaurant/la-table-des-freres-ibarboure
La Table des Merville,This glass extension on a pretty square with a terrace,ONE_STAR,Castanet-Tolosan,France,43.5151273,1.4983052,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/da3f59b6-2276-4c22-ae55-b4b37585f03c.jpg,Thierry Merville,Modern Cuisine,,https://guide.michelin.com/en/occitanie/castanet-tolosan/restaurant/la-table-des-merville,https://guide.michelin.com/en/occitanie/castanet-tolosan/restaurant/la-table-des-merville
La Table du 11,"The youthful chef, Jean - Baptiste Lavergne - Morrazini, has conquered the",ONE_STAR,Versailles,France,48.8028642,2.1233414,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/1d79b024-2c43-4d24-873a-821f9d18d0eb.jpg,Jean-Baptiste Lavergne-Morazzani,Modern Cuisine,,https://guide.michelin.com/en/ile-de-france/versailles/restaurant/la-table-du-11,https://guide.michelin.com/en/ile-de-france/versailles/restaurant/la-table-du-11
La Table du Boisniard,La Table du Boisniard will treat you to inventive recipes,ONE_STAR,Chambretaud,France,46.92741,-0.95931,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/2fc045de41834f868f97e13dd73856ef,Valentin Morice,Creative,,https://guide.michelin.com/en/pays-de-la-loire/chambretaud/restaurant/la-table-du-boisniard,https://guide.michelin.com/en/pays-de-la-loire/chambretaud/restaurant/la-table-du-boisniard
La Table du Connétable - Auberge du Jeu de Paume,In the superlative setting of the Royal Castle of Chantilly,ONE_STAR,Chantilly,France,49.1945904,2.4797287,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/5b5f4a7f-20ab-4ab6-aa76-bab5815fb918.jpg,Anthony Denon,Modern Cuisine,,https://guide.michelin.com/en/hauts-de-france/chantilly/restaurant/la-table-du-connetable,https://guide.michelin.com/en/hauts-de-france/chantilly/restaurant/la-table-du-connetable
La Table du Gourmet,The bright red beams and walls of this house set,ONE_STAR,Riquewihr,France,48.16645,7.29731,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/d86d8d44-5182-40f9-a927-3873361d22bb.jpg,Jean-Luc Brendel,Creative,Modern Cuisine,https://guide.michelin.com/en/grand-est/riquewihr/restaurant/la-table-du-gourmet,https://guide.michelin.com/en/grand-est/riquewihr/restaurant/la-table-du-gourmet
La Table du Lausanne Palace,This sumptuous and venerable palace of gastronomy is now in,ONE_STAR,Lausanne,Suisse,46.5195779,6.6314453,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/a8dae304-3df0-4595-854b-623f9d4df925.jpg,,Modern French,,https://guide.michelin.com/en/vaud/lausanne/restaurant/la-table-du-lausanne-palace,https://guide.michelin.com/en/vaud/lausanne/restaurant/la-table-du-lausanne-palace
La Tana Gourmet,"This restaurant offers just one long, ambitious tasting menu on",ONE_STAR,Asiago,Italy,45.8545832,11.4970882,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/521fa08a0fe84b268324a5f93de45216,Alessandro Dal Degan,Creative,Contemporary,https://guide.michelin.com/en/veneto/asiago/restaurant/la-tana-gourmet,https://guide.michelin.com/en/veneto/asiago/restaurant/la-tana-gourmet
La Tasquería,"A new-generation, reasonably priced tasca that works miracles through",ONE_STAR,Madrid,Spain,40.42235,-3.6738582,https://mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/a1738dab09ab4824b9db7e7565aa7e33,Javier Estévez Ballesteros,Modern Cuisine,,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/la-tasqueria,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/la-tasqueria
La Tavola,"Although this restaurant now has a striking new look, its",ONE_STAR,Laveno,Italy,45.9065255,8.6104635,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/5f6c4bb8b0fd4040aecc71881dc9b1ca,Riccardo Bassetti,Modern Cuisine,,https://guide.michelin.com/en/lombardia/laveno/restaurant/la-tavola,https://guide.michelin.com/en/lombardia/laveno/restaurant/la-tavola
La Terrazza,"Sitting in the modern, elegant dining room of La Terrazza",ONE_STAR,Rome,Italy,41.9063787,12.4860308,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/461478be703548b4b486c5f1939ed6d1,Fabio Ciervo,Modern Cuisine,Innovative,https://guide.michelin.com/en/lazio/roma/restaurant/la-terrazza68963,https://guide.michelin.com/en/lazio/roma/restaurant/la-terrazza68963
La Toque,You’ll want to tip your own toque in appreciation,ONE_STAR,Napa,United States,38.30351,-122.28349,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/48a4e742-0148-4149-ac68-2dd1ce63809e.png,Ken Frank,Contemporary,,https://guide.michelin.com/us/en/california/napa/restaurant/la-toque,https://guide.michelin.com/en/california/napa/restaurant/la-toque
La Torre,A splendid summer terrace with views of rural landscapes of,ONE_STAR,Tavarnelle Val di Pesa,Italy,43.5529904,11.1878246,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/8d574bfca61f4f53b35a90933fe3f36a,Giovanni Luca Di Pirro,Creative,Contemporary,https://guide.michelin.com/en/toscana/tavarnelle-val-di-pesa/restaurant/la-torre166500,https://guide.michelin.com/en/toscana/tavarnelle-val-di-pesa/restaurant/la-torre166500
La Tortuga,"Perfect for a romantic dinner, this small but charming restaurant",ONE_STAR,Gargnano,Italy,45.6887411,10.6652261,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/677101fa11c74c38a0a81563cdd782b4,Maria Cozzaglio,Classic Cuisine,Italian Contemporary,https://guide.michelin.com/en/lombardia/gargnano/restaurant/la-tortuga,https://guide.michelin.com/en/lombardia/gargnano/restaurant/la-tortuga
La Tour des Vents,This restaurant places a premium on quality ingredients. The chef,ONE_STAR,Monbazillac,France,44.7969051,0.4609734,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/9d23afd2-7049-4a83-a186-54ddb8b64fa8.jpg,Damien Fagette,Modern Cuisine,,https://guide.michelin.com/en/nouvelle-aquitaine/monbazillac/restaurant/la-tour-des-vents,https://guide.michelin.com/en/nouvelle-aquitaine/monbazillac/restaurant/la-tour-des-vents
La Trattoria Enrico Bartolini,Chef Bartolini has brought a breath of fresh air to,ONE_STAR,Badiola,Italy,42.78823,10.97122,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/80ca7ed3a5ec46e3b88d5a4364046933,,Mediterranean Cuisine,,https://guide.michelin.com/en/toscana/badiola/restaurant/la-trattoria-enrico-bartolini,https://guide.michelin.com/en/toscana/badiola/restaurant/la-trattoria-enrico-bartolini
La Trompette,It’s easy to see why this neighbourhood restaurant has,ONE_STAR,London,United Kingdom,51.491997,-0.256007,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/2a2a3c5aa7ea43a4b4570b7b66bb95b8,Rob Weston,Modern British,,https://guide.michelin.com/gb/en/greater-london/london/restaurant/la-trompette,https://guide.michelin.com/en/greater-london/london/restaurant/la-trompette
La Trota,Visitors to this restaurant are greeted by the crystal-clear,TWO_STARS,Rivodutri,Italy,42.4982957,12.8486278,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/0191ff2b1ca54323a8165bfa9e24e086,Sandro Serva,Creative,,https://guide.michelin.com/en/lazio/rivodutri/restaurant/la-trota,https://guide.michelin.com/en/lazio/rivodutri/restaurant/la-trota
La Truffe Noire,"The purple colour scheme of this restaurant, rich in nostalgic",ONE_STAR,Brussels,Belgium,50.8162711,4.3766633,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/ecedae61915d410dbed64aed4b9760b2,Erik Lindelauf,Italian,,https://guide.michelin.com/en/bruxelles-capitale/bruxelles/restaurant/la-truffe-noire,https://guide.michelin.com/en/bruxelles-capitale/bruxelles/restaurant/la-truffe-noire
La Vague d'Or - Cheval Blanc St-Tropez,"Arnaud Donckele, who hails from Normandy, pays a heartfelt tribute",THREE_STARS,Saint-Tropez,France,43.2665849,6.6261535,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/923201e6-d5a3-467e-a261-22157145dc62.jpg,Arnaud Donckele,Creative,Modern Cuisine,https://guide.michelin.com/en/provence-alpes-cote-dazur/saint-tropez/restaurant/la-vague-d-or-cheval-blanc-st-tropez,https://guide.michelin.com/en/provence-alpes-cote-dazur/saint-tropez/restaurant/la-vague-d-or-cheval-blanc-st-tropez
La Vallée Verte,"The hotel’s culinary flagship, this little restaurant is smart",ONE_STAR,Herleshausen,Germany,51.0410088,10.0801288,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/63b3951b-6fec-416b-83a3-6a686411b211.jpg,Peter Niemann,Creative,French,https://guide.michelin.com/en/hessen/herleshausen/restaurant/la-vallee-verte,https://guide.michelin.com/en/hessen/herleshausen/restaurant/la-vallee-verte
La Veranda del Color,"Although this restaurant serves only light meals at lunchtime, in",ONE_STAR,Bardolino,Italy,45.5430437,10.7252429,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/b61fc386c126458685c94a744a52797c,Fabio Cordella,Mediterranean Cuisine,,https://guide.michelin.com/en/veneto/bardolino/restaurant/la-veranda160871,https://guide.michelin.com/en/veneto/bardolino/restaurant/la-veranda160871
La Vieille Fontaine,"""Wood panelling, mouldings and a fireplace set the scene",ONE_STAR,Avignon,France,43.9503845,4.8032742,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/989eda03-3fcd-47d4-89a4-f51239d1cdf0.JPG,Pascal Auger,Modern Cuisine,,https://guide.michelin.com/en/provence-alpes-cote-dazur/avignon/restaurant/la-vieille-fontaine,https://guide.michelin.com/en/provence-alpes-cote-dazur/avignon/restaurant/la-vieille-fontaine
La Vieille Tour,Very contemporary setting based around light and a variety of,ONE_STAR,Plérin,France,48.5307941,-2.7261477,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/34742ff6-66be-4698-bcd5-35a9fc56951a.jpg,Nicolas Adam,Modern Cuisine,,https://guide.michelin.com/en/bretagne/plerin/restaurant/la-vieille-tour7741,https://guide.michelin.com/en/bretagne/plerin/restaurant/la-vieille-tour7741
La Vieille Tour,"Visible from afar, the old tower of this 15C house",ONE_STAR,Cellettes,France,47.5257537,1.3830315,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/96603628-bb62-40bb-8459-27160bac27d3.jpg,Alexis Letellier,Modern Cuisine,Creative,https://guide.michelin.com/en/centre-val-de-loire/cellettes/restaurant/la-vieille-tour70104,https://guide.michelin.com/en/centre-val-de-loire/cellettes/restaurant/la-vieille-tour70104
La Villa Archange,"""An attractive and tastefully decorated 18C building (wooden floors",TWO_STARS,Le Cannet,France,43.572701,7.0143722,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/014bdb78-1ed3-4b8e-bdfd-dd62be5b8bf2.jpg,Bruno Oger,Modern Cuisine,,https://guide.michelin.com/en/provence-alpes-cote-dazur/le-cannet/restaurant/villa-archange,https://guide.michelin.com/en/provence-alpes-cote-dazur/le-cannet/restaurant/villa-archange
La Villa Emily,This little jewel combines intimate elegance and a boudoir ambience,ONE_STAR,Brussels,Belgium,50.8192768,4.3696742,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/1d47b77120a5469d95431264da865236,,Mediterranean Cuisine,,https://guide.michelin.com/en/bruxelles-capitale/bruxelles/restaurant/la-villa-emily,https://guide.michelin.com/en/bruxelles-capitale/bruxelles/restaurant/la-villa-emily
La Villa Madie,This restaurant has an exceptional location completely facing the waves,TWO_STARS,Cassis,France,43.2110889,5.544944,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/e48a506f93b14c12b92238f844e0b583,Dimitri Droisneau,Creative,Mediterranean Cuisine,https://guide.michelin.com/en/provence-alpes-cote-dazur/cassis/restaurant/la-villa-madie,https://guide.michelin.com/en/provence-alpes-cote-dazur/cassis/restaurant/la-villa-madie
La Villa in the Sky,"Taking a seat in this glass box, a full 120m",ONE_STAR,Ixelles,Belgium,50.8172484,4.3719736,https://axwwgrkdco.cloudimg.io/v7/mitp-p-001-delivery.sitecorecontenthub.cloud/api/public/content/8b98de6a661b4ac0a786fdee0c221820,Alexandre Dionisio,Creative,Organic,https://guide.michelin.com/en/bruxelles-capitale/ixelles/restaurant/la-villa-in-the-sky,https://guide.michelin.com/en/bruxelles-capitale/ixelles/restaurant/la-villa-in-the-sky
La Ville Blanche,A young couple has set up shop in an attractive,ONE_STAR,Lannion,France,48.7433193,-3.4015106,https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/2872e927-a62b-4e4a-b1f8-0ee987a86082.jpg,Yvann Guglielmetti,Modern Cuisine,,https://guide.michelin.com/en/bretagne/lannion/restaurant/la-ville-blanche,https://guide.michelin.com/en/bretagne/lannion/restaurant/la-ville-blanche
